Ticker,Date,Close,ChangePct,Market Cap,YTDpct,Beta,AnalystRating,RecentEarnings,UpcomingEarnings,Sector,FailReason
BSET,2025-09-29,15.69,-0.7,137.30M,12.07,0.43,,,,"WOOD HOUSEHOLD FURNITURE, (NO UPHOLSTERED)","Volume,MarketCap,Beta"
BSGM,2025-09-11,6.1,37.08,,335.71,0.94,,,,,"MarketCap,Beta,YTD,StochRSI"
BSLK,2025-09-29,4.03,-1.95,11.92M,-53.28,,,,,INDUSTRIAL ORGANIC CHEMICALS,"Universe,MarketCap,Beta,YTD,StochRSI,MA50x200"
BSM,2025-09-29,13.19,-1.35,2.83B,-9.84,0.53,,,,CRUDE PETROLEUM & NATURAL GAS,"MarketCap,Beta,StochRSI,MA50x200"
BSRR,2025-09-29,28.95,-2.35,402.95M,1.41,0.94,,,,STATE COMMERCIAL BANKS,"Volume,MarketCap,Beta"
BSVN,2025-09-29,46.58,-2.0,449.21M,4.0,0.86,,,,STATE COMMERCIAL BANKS,"Volume,MarketCap,Beta"
BSX,2025-09-29,97.19,-1.01,145.48B,8.74,0.62,,,,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Beta
BSY,2025-09-29,52.24,-0.21,15.90B,12.34,1.17,,,,SERVICES-PREPACKAGED SOFTWARE,
BTAI,2025-09-29,2.63,-2.64,53.05M,-58.09,1.66,,,,PHARMACEUTICAL PREPARATIONS,"Universe,MarketCap,YTD,StochRSI"
BTBD,2025-09-29,1.82,-2.93,11.57M,17.36,0.08,,,,RETAIL-EATING PLACES,"Universe,MarketCap,Beta,StochRSI"
BTBT,2025-09-29,3.17,7.29,948.23M,1.44,2.84,,,,FINANCE SERVICES,"Universe,MarketCap,StochRSI"
BTCS,2025-09-29,4.64,2.31,218.16M,77.29,1.71,,,,FINANCE SERVICES,"Universe,MarketCap,YTD,StochRSI"
BTCT,2025-09-29,2.76,2.99,25.51M,-49.26,1.8,,,,FINANCE SERVICES,"Universe,Volume,MarketCap,MA50x200"
BTDR,2025-09-29,16.92,4.12,3.48B,-26.02,2.93,,,,"Bitdeer Technologies Group is principally engaged in provision of digital asset mining services. The Company does not conduct any substantive operations on its own but conducts its primary operations through its subsidiaries. Its majority business segments are: proprietary mining, cloud hash rate sharing and cloud hosting. The company operates five proprietary mining datacenters in the United States and Norway, Bhutan and Singapore.",StochRSI
BTE,2025-09-29,2.44,-2.98,1.94B,-7.74,1.08,,,,"Baytex Energy Corp is an oil and gas company. Geographically, the group operates in Canada and the United States. The company derives a majority of revenue from Canada. Its Canada segment includes the exploration, development, and production of crude oil and natural gas in Western Canada.","Universe,MarketCap"
BTG,2025-09-29,5.0,1.52,6.51B,92.86,0.6,,,,"B2Gold Corp is an international, low-cost, senior gold mining company. It has three operating open-pit gold mines in Mali, Namibia, and the Philippines and numerous exploration projects across four continents. Other assets include the Gramalote and Kiaka gold projects. The company focuses on acquiring and developing interests in mineral properties with a primary focus on gold deposits as gold production forms all its revenue. There is no dependence on a particular purchaser because the gold is sold into various markets. The company's reportable operating segments include its mining operations and development projects, namely Fekola; Masbate; Otjikoto; the Goose Project, and other mineral properties; and corporate and other.","Universe,Beta,YTD,StochRSI"
BTM,2025-09-29,3.54,0.0,241.01M,121.25,1.25,,,,FINANCE SERVICES,"Universe,MarketCap,YTD"
BTMD,2025-09-29,3.02,1.0,94.76M,-49.92,1.1,,,,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,"Universe,Volume,MarketCap,MA50x200"
BTOC,2025-09-29,0.88,-7.98,43.63M,-79.06,,,,,PUBLIC WAREHOUSING & STORAGE,"Universe,Volume,MarketCap,Beta,YTD,MA50x200"
BTOG,2025-09-29,0.4,2.81,34.71M,-59.61,1.51,,,,"Bit Origin Ltd is seeking opportunities in deploying new technologies, crypto asset mining and blockchain technologies in Singapore. The company has focused on building the Bitcoin mining ecosystem through incubations, strategic investments, and acquisitions.","Universe,MarketCap,YTD"
BTSG,2025-09-29,27.94,2.01,4.85B,61.22,,,,,SERVICES-HOME HEALTH CARE SERVICES,"Beta,YTD"
BTU,2025-09-29,26.77,9.11,2.98B,28.31,0.91,,,,BITUMINOUS COAL & LIGNITE SURFACE MINING,"MarketCap,Beta,StochRSI"
BULL,2025-09-29,15.45,1.88,7.50B,16.57,,,,,"Webull Corp is a digital investment platform built upon a next-generation globally infrastructure services. It strives to be the platform of choice for a new generation of investors by creating an efficient, low-cost, and easy-to-use investment platform. The company distinguishes itself from other investment service providers by offering a mobile-first user experience, a broad range of investment products, and extensive functionality constructed to help its customers build wealth over time. The company arms each customer with the tools it needs to develop into what it refers to as an informed investor - one who understands the market and has the confidence to succeed as an investor. The Webull platform originally provided users with free access to market data and analytical tools.","Beta,StochRSI"
BUR,2025-09-29,12.21,1.2,2.64B,-5.24,1.08,,,,FINANCE SERVICES,"MarketCap,MA50x200"
BURL,2025-09-29,257.64,-2.29,16.62B,-9.85,1.2,,,,RETAIL-DEPARTMENT STORES,StochRSI
BURU,2025-09-29,0.13,6.45,16.39M,-83.5,-0.33,,,,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES","Universe,MarketCap,Beta,YTD,StochRSI,MA50x200"
BUSE,2025-09-29,23.76,-1.0,2.14B,2.99,0.96,,,,STATE COMMERCIAL BANKS,"MarketCap,Beta"
BUUU,2025-09-29,8.95,5.92,139.43M,123.75,,,,,"BUUU Group Ltd is a provider of comprehensive meetings, incentives, conferences and exhibitions (MICE) solutions, delivering event management and stage production. Its marketing service portfolio spanning across two core areas: (i) event management and (ii) stage production. Key revenue is generated from Event management services.","Volume,MarketCap,Beta,YTD,StochRSI"
BV,2025-09-29,13.36,0.6,1.26B,-15.71,1.19,,,,"BrightView Holdings Inc is a provider of commercial landscaping services in the United States. The company provides commercial landscaping services, landscape maintenance, and enhancements to tree care and landscape development. It operates through two segments namely Maintenance Services, and Development Services. The Maintenance Services are self-performed through a national branch network and are route-based in nature. It includes mowing, gardening, mulching and snow removal, water management etc. And Development Services are comprised of sophisticated design, coordination, and installation of landscapes at recognizable corporate, athletic, and university complexes. The company generates a majority of its revenue from Maintenance Services.","MarketCap,StochRSI,MA50x200"
BVFL,2025-09-29,16.45,0.12,163.31M,-3.74,0.39,,,,"SAVINGS INSTITUTION, FEDERALLY CHARTERED","Volume,MarketCap,Beta"
BVS,2025-09-29,6.62,-0.53,445.50M,-37.68,1.5,,,,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"Volume,MarketCap,MA50x200"
BW,2025-09-29,3.15,9.38,291.16M,82.08,2.42,,,,"HEATING EQUIPMENT, EXCEPT ELECTRIC & WARM AIR FURNACES","Universe,MarketCap,YTD"
BWA,2025-09-29,43.76,-0.65,9.53B,39.7,1.05,,,,MOTOR VEHICLE PARTS & ACCESSORIES,
BWB,2025-09-29,16.92,-1.51,472.15M,27.12,1.04,,,,STATE COMMERCIAL BANKS,"Volume,MarketCap"
BWBBP,2025-09-26,21.0,-0.97,50.40M,4.79,0.22,,,,STATE COMMERCIAL BANKS,"Volume,MarketCap,Beta,StochRSI"
BWEN,2025-09-29,2.13,4.16,47.12M,3.9,1.16,,,,NONFERROUS FOUNDRIES (CASTINGS),"Universe,Volume,MarketCap,StochRSI"
BWFG,2025-09-29,45.6,-0.39,360.63M,50.5,0.97,,,,STATE COMMERCIAL BANKS,"Volume,MarketCap,Beta,YTD"
BWIN,2025-09-29,28.02,-2.1,2.04B,-24.82,,,,,"INSURANCE AGENTS, BROKERS & SERVICE","MarketCap,Beta,MA50x200"
BWLP,2025-09-29,14.61,-3.56,2.29B,22.67,,,,,BW LPG Ltd is an LPG shipping. It uses pioneering technology to power its vessels with cleaner-burning liquefied petroleum gas (LPG) and invest in R&D to take towards a zero-carbon future. The company is organized into two main segments: The shipping segment and the product services segment which buy and sell liquid petroleum gas and deliver it to customers. It generates the majority of its revenue from the shipping segment.,"Volume,MarketCap,Beta"
BWMN,2025-09-29,41.7,-0.91,725.91M,67.11,0.97,,,,SERVICES-MANAGEMENT CONSULTING SERVICES,"Volume,MarketCap,Beta,YTD"
BWMX,2025-09-29,12.92,0.78,478.40M,16.92,0.59,,,,"Betterware de Mexico SAPI de CV is a direct-to-consumer selling company. The company operates through two business segments: the home organization products (Betterware segment or BWM segment) and the beauty and personal care products (B and PC) (JAFRA segment). The Betterware's segment is divided in seven categories of the home organization: Kitchen and food preservation, Home solutions, Bedroom, Bathroom, Laundry & Cleaning, Tech & mobility and wellness. The JAFRA's segment is divided into four categories beauty and personal care: fragrance, color (cosmetics), skin care and toiletries. The company generates a majority of its revenue from the Beauty and personal care (B&PC) (JAFRA segment). Geographically, key revenue for the company is derived from Mexico.","Volume,MarketCap,Beta"
BWXT,2025-09-29,181.71,0.6,16.51B,63.0,0.85,,,,ENGINES & TURBINES,"Beta,YTD,StochRSI"
BX,2025-09-29,175.92,0.34,136.86B,1.25,1.67,,,,INVESTMENT ADVICE,
BXC,2025-09-29,74.29,0.28,584.67M,-25.61,1.68,,,,"WHOLESALE-LUMBER, PLYWOOD, MILLWORK & WOOD PANELS","Volume,MarketCap,MA50x200"
BXMT,2025-09-29,18.79,0.29,3.21B,5.71,1.11,,,,REAL ESTATE INVESTMENT TRUSTS,
BXP,2025-09-29,75.57,1.0,11.85B,2.54,1.2,,,,REAL ESTATE INVESTMENT TRUSTS,
BXSL,2025-09-29,26.96,-0.09,6.21B,-17.03,0.51,,,,"Blackstone Secured Lending Fund is a non-diversified, closed-end management investment company. The investment objectives of the company are to generate current income and, to a lesser extent, long-term capital appreciation. The company seeks to achieve its investment objectives by investing in originated loans and other securities, including syndicated loans of private U.S. companies, typically in the form of first lien senior secured and unitranche loans, unsecured and subordinated loans, and other securities.","Beta,StochRSI,MA50x200"
BY,2025-09-29,28.13,-0.78,1.30B,-1.02,1.03,,,,STATE COMMERCIAL BANKS,"Volume,MarketCap"
BYD,2025-09-29,87.29,1.57,6.89B,21.52,1.03,,,,HOTELS & MOTELS,StochRSI
BYFC,2025-09-29,7.26,-2.02,68.14M,6.36,0.3,,,,"SAVINGS INSTITUTION, FEDERALLY CHARTERED","Volume,MarketCap,Beta,StochRSI"
BYND,2025-09-29,1.91,-33.13,218.44M,-50.5,1.9,,,,FOOD AND KINDRED PRODUCTS,"Universe,MarketCap,YTD,StochRSI,MA50x200"
BYON,2025-08-28,9.44,3.51,,67.97,,,,,,"MarketCap,Beta,YTD,StochRSI"
BYRN,2025-09-29,22.3,6.67,474.74M,-21.24,1.27,,,,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES","Volume,MarketCap,StochRSI,MA50x200"
BYSI,2025-09-29,1.75,-0.57,70.97M,10.06,0.59,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,Beta,StochRSI"
BZAI,2025-09-29,3.73,-4.49,400.22M,-71.54,,,,,SEMICONDUCTORS & RELATED DEVICES,"Universe,MarketCap,Beta,YTD,StochRSI"
BZFD,2025-09-29,1.74,1.16,63.70M,-38.52,1.74,,,,"COMMUNICATIONS SERVICES, NEC","Universe,Volume,MarketCap,MA50x200"
BZH,2025-09-29,24.68,0.78,727.98M,-7.7,1.62,,,,OPERATIVE BUILDERS,"Volume,MarketCap"
C,2025-09-29,103.25,-0.17,190.39B,47.62,1.14,,,,NATIONAL COMMERCIAL BANKS,StochRSI
CAAP,2025-09-29,18.45,-1.44,3.05B,-4.21,0.82,,,,"Corporacion America Airports SA acquires, develops, and operates airport concessions. Its operating segments are geographically divided into Argentina, Italy, Brazil, Uruguay, Ecuador, and Armenia. The company generates a majority of its revenue from the Argentina segment. The firm's revenue is categorized into Aeronautical Revenue, Non-Aeronautical Revenue, Commercial Revenue, Construction Service Revenue, and Other Revenue.","Volume,Beta,StochRSI"
CAAS,2025-09-29,4.73,-3.47,147.84M,15.93,0.71,,,,"China Automotive Systems Inc is a holding company. The firm through its subsidiary is a supplier of power steering systems and components to China's automotive industry. Its product offering encompasses a full range of auto parts incorporated into steering systems for both passenger automobiles and commercial vehicles. The company offers four separate series, models of power steering including rack and pinion power steering, integral power steering, electronic power steering and manual steering, steering columns, steering oil pumps, and steering hoses. Geographically, it derives a majority of its revenue from China.","Universe,Volume,MarketCap,Beta,StochRSI"
CABA,2025-09-29,2.38,0.89,215.86M,2.19,1.59,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","Universe,MarketCap,StochRSI,MA50x200"
CABO,2025-09-29,163.86,-1.58,937.17M,-55.19,0.91,,,,CABLE & OTHER PAY TELEVISION SERVICES,"Volume,MarketCap,Beta,YTD,MA50x200"
CAC,2025-09-29,38.96,-2.04,672.92M,-7.79,0.91,,,,NATIONAL COMMERCIAL BANKS,"Volume,MarketCap,Beta,MA50x200"
CACC,2025-09-29,452.54,-1.29,5.15B,-2.72,1.44,,,,PERSONAL CREDIT INSTITUTIONS,"Volume,MA50x200"
CACI,2025-09-29,488.63,0.63,10.68B,18.9,0.55,,,,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,"Volume,Beta"
CADE,2025-09-29,37.62,0.11,7.00B,11.63,1.33,,,,"Cadence Bank is a bank based in the United States. The operating segments are Corporate Banking segment focuses on C&I, business banking, and commercial real estate lending to clients in the geographic footprint, Community Banking segment provides a broad range of banking services through the branch network to serve the needs of community businesses and individual consumers in the geographic footprint, Mortgage segment includes mortgage banking activities of originating mortgage loans, selling mortgage loans in the secondary market and servicing the mortgage loans, Banking Services segment offers individuals, businesses, governmental institutions, and non-profit entities a widerange of solutions to help protect, grow, and transfer wealth, General Corporate and Other segment.",StochRSI
CADL,2025-09-29,5.46,-1.53,304.12M,-39.32,1.41,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","MarketCap,StochRSI,MA50x200"
CAE,2025-09-29,29.53,3.58,9.14B,21.17,1.06,,,,"CAE Inc provides training and aviation services, integrated enterprise solutions, in-service support, and crew-sourcing services. The company operations are managed through two segments: Civil Aviation which offers comprehensive training solutions for flight, cabin, maintenance, and ground personnel in commercial, business, and helicopter aviation, a complete range of flight simulation training devices, ab initio pilot training, and crew sourcing services, as well as aircraft flight operations solutions; and Defense and Security which is a world-wide training and simulation provider delivering scalable, platform-independent solutions that enable and enhance force readiness and security. It generates the majority of its revenue from the Civil Aviation segment.",StochRSI
CAEP,2025-09-29,10.33,-0.48,364.13M,-1.62,,,,,BLANK CHECKS,"Volume,MarketCap,Beta,StochRSI,MA50x200"
CAG,2025-09-29,18.11,-0.36,8.70B,-34.53,0.19,,,,FOOD AND KINDRED PRODUCTS,"Beta,MA50x200"
CAH,2025-09-29,155.15,0.94,36.52B,31.46,0.36,,,,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES","Beta,StochRSI"
CAI,2025-09-29,29.95,2.59,8.21B,6.95,,,,,SERVICES-MEDICAL LABORATORIES,Beta
CAKE,2025-09-29,55.45,1.28,2.73B,14.33,1.06,,,,RETAIL-EATING PLACES,"MarketCap,StochRSI"
CAL,2025-09-29,13.18,-3.44,461.96M,-41.4,1.24,,,,"FOOTWEAR, (NO RUBBER)","MarketCap,MA50x200"
CALC,2025-09-29,3.06,-0.65,43.03M,-6.99,0.38,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,Beta"
CALM,2025-09-29,96.08,-2.38,4.77B,-9.04,0.41,,,,"Cal-Maine Foods Inc produces and sells shell eggs. Its main market is the United States. The company's product portfolio contains nutritionally enhanced, cage-free, organic, and brown eggs. Cal-Maine Foods markets the shell eggs to a diverse group of customers, including grocery-store chains, club stores, and food service distributors. The company's brands are Egg-Land's, Land O' Lakes, Farmhouse, and 4-Grain. The Company has one reportable operating segment, which is the production, grading, packaging, marketing and distribution of shell eggs.",Beta
CALX,2025-09-29,61.45,-0.19,4.02B,81.27,1.33,,,,"COMMUNICATIONS SERVICES, NEC",YTD
CAMP,2025-09-29,2.95,-0.99,60.08M,-40.15,1.87,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,MA50x200"
CAMT,2025-09-29,103.69,-0.89,4.78B,28.26,1.83,,,,"Camtek Ltd is engaged in the manufacturing of metrology and inspection equipment and software solutions for the semiconductor industry. Its systems inspect wafers for various semiconductor market segments, including Advanced Packaging, Heterogenous Integration (HI), Compound Semiconductors, Memory, and foundries among others. Geographically, it derives maximum revenue from China followed by Asia Pacific, Korea, United States, and Europe. The company's products and services include Surface Inspection, Bump Inspection and Metrology, and others.","Volume,StochRSI"
CAPL,2025-09-29,21.23,-0.75,815.34M,-4.5,0.39,,,,WHOLESALE-PETROLEUM & PETROLEUM PRODUCTS (NO BULK STATIONS),"Volume,MarketCap,Beta,StochRSI,MA50x200"
